,0
8240,"Open bite of scalp, initial encounter"
8241,SENSORNEUR HEAR LOSS NOS
8242,"Hereditary and idiopathic neuropathy, unspecified"
8243,OTHER HEMIPLEG DOMINANT SIDE
8244,HEAD/BRAIN INJURY NEC
8245,"Unspecified chorioretinal inflammation, right eye"
8246,"Partial traumatic MCP amputation of left little finger, init"
8247,"Other lesions of median nerve, right upper limb"
8248,"Injury of unsp nerve at lower leg level, left leg, init"
8249,DESCENDING COLON INJ-CL
8250,POST VOID DRIBBLING
8251,Papilledema associated with increased intracranial pressure
8252,CHRONIC RESPIRATORY FAILURE
8253,"Laceration w/o fb of l idx fngr w/o damage to nail, sequela"
8254,"Intvrt disc disorders w radiculopathy, thoracolumbar region"
8255,CRUSHING INJ LOWER LEG
8256,"Punctate keratitis, right eye"
8257,Sepsis following incomplete spontaneous abortion
8258,DISLOC CERV VERT NOS-CL
8259,"Episodic tension-type headache, not intractable"
8260,Cereb infrc due to unsp occls or stenos of unsp precerb art
8261,"Inj oth musc/tend at lower leg level, left leg, init"
8262,DISLOCAT ELBOW NEC-OPEN
8263,NARCISSISTIC PERSONALITY
8264,Malignant neoplasm of unspecified main bronchus
8265,"Laceration without foreign body of trachea, init encntr"
8266,"Other osteomyelitis, upper arm"
8267,Irritative hyperplasia of oral mucosa
8268,"Poisoning by oth drug aff the autonm nervous sys, acc, init"
8269,Other disorders of lactation
8270,CONJUNCTIVAL EDEMA
8271,ENC. FOR ER CONTRACEP. COUNSEL AND PRESCRIP.
8272,Other specified conduction disorders
8273,BREAST DISORDER NOS
8274,ACUTE ON CHRONIC DIASTOLIC HEART FAILURE
8275,SLEEP STAGE DYSFUNCTIONS
8276,Bronchiectasis with (acute) exacerbation
8277,OBSESSIVE-COMPULSIVE DIS
8278,RETROBULBAR NEURITIS
8279,COCAINE DEPEND-CONTIN
8280,METABOLIC ENCEPHALOPATHY
8281,"Periodontal disease, unspecified"
8282,FLUENCY DISORDER IN CONDITIONS CLASSIFIED ELSEWHERE
8283,Acute epiglottitis with obstruction
8284,"Oth fracture of left acetabulum, subs for fx w routn heal"
8285,Pyogenic granuloma
8286,"Other specified disorders of bone, multiple sites"
8287,PARAPROTEINEMIA NEC
8288,"Disseminated malignant neoplasm, unspecified"
8289,"Disp fx of coracoid process, right shoulder, init"
8290,"Ac emblsm and thombos unsp deep veins of dist low extrm, bi"
8291,"Sprain of unsp part of left wrist and hand, init encntr"
8292,"AMYLOIDOSIS, UNSPECIFIED "
8293,"Dislocation of other internal joint prosthesis, init encntr"
8294,"Blister (nonthermal) of right middle finger, init encntr"
8295,Disorders of right acoustic nerve
8296,"Oth fx shaft of left tibia, init for opn fx type I/2"
8297,METHEMOGLOBINEMIA
8298,Type 1 diabetes mellitus with diabetic polyneuropathy
8299,Acute hepatitis B w/o delta-agent and without hepatic coma
8300,"Unsp athscl unsp type bypass of the extremities, right leg"
8301,Cysticercosis of central nervous system
8302,"Cannabis abuse with intoxication, uncomplicated"
8303,"HYPER HRT DIS, UNSPEC WITH HEART FAILURE"
8304,"Nondisp fx of distal phalanx of left lesser toe(s), init"
8305,TOTAL THIRD NERVE PALSY
8306,Edema of bilateral orbit
8307,FB RESPIRATORY TREE NOS
8308,"Laceration without foreign body of anus, initial encounter"
8309,BONE MARROW TRANSPLANT COMPLICATION
8310,"Gestational htn w/o significant proteinuria, third trimester"
8311,"Anterior disp fx of sternal end of left clavicle, init"
8312,"Displaced oblique fx shaft of humerus, right arm, init"
8313,"Abscess of eyelid right eye, unspecified eyelid"
8314,"Pnctr w foreign body of l idx fngr w damage to nail, init"
8315,Alcohol dependence with intoxication delirium
8316,"Disp fx of trapezium, right wrist, init for clos fx"
8317,"Burn of unspecified degree of back of left hand, init encntr"
8318,"Unsp fx navicular bone of r wrist, subs for fx w nonunion"
8319,"Complete traumatic trnsphal amputation of r mid finger, init"
8320,FAILURE TO THRIVE (IN CHILDHOOD)
8321,"Bacterial foodborne intoxication, unspecified"
8322,"Displacement of int fix of bone of right lower leg, init"
8323,Compression of brain
8324,TRAUM HEMOTHORAX-OPEN
8325,"Burn of second degree of left knee, initial encounter"
8326,"Unspecified injury of abdomen, initial encounter"
8327,LIPOMA SKIN FACE
8328,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) EPILEPSY AND EPILEPTIC SYNDROMES WITH COMPLEX PARTIAL SEIZURES, WITHOUT MENTION OF INTRACTABLE EPILEPSY"
8329,VERTEBRAL ARTERY SYNDROM
8330,Cellulitis of perineum
8331,SALMONELLA ENTERITIS
8332,Other chronic tubulo-interstitial nephritis
8333,FX LUMBAR VERTEBRA-OPEN
8334,BEN NEO BONES ANKLE/FOOT
8335,Unspecified skin changes
8336,CNS DEMYELINATION NOS
8337,"Traumatic rupture of symphysis pubis, initial encounter"
8338,"Posterior dislocation of right ulnohumeral joint, init"
8339,Type 2 diab w mild nonprlf diabetic rtnop w/o macular edema
8340,"Toxic effect of carbon dioxide, accidental, init"
8341,"Wrist drop, left wrist"
8342,Other disorders of autonomic nervous system
8343,Drug induced retention of urine
8344,Gallstone ileus
8345,"Contusion of left thumb with damage to nail, init encntr"
8346,Non-prs chr ulcer of left heel and midft lmt to brkdwn skin
8347,"Burn of second degree of nose (septum), initial encounter"
8348,INSECT BITE HIP/LEG-INF
8349,"Unspecified sprain of right lesser toe(s), initial encounter"
8350,HETEROTROPIA NOS
8351,"Rheumatoid arthritis w/o rheumatoid factor, multiple sites"
8352,"Lac w/o fb of abd wall, l upr q w/o penet perit cav, init"
8353,EOSINOPHILIC ESOPHAGITIS
8354,"Lacerat flexor musc/fasc/tend at forarm lv, left arm, init"
8355,COMPL DELIV NEC-POSTPART
8356,Conversion disorder with mixed symptom presentation
8357,PARINFLUENZA VIRAL PNEUM
8358,"Puncture wound with foreign body, left thigh, init encntr"
8359,UNSPEC ATHEROSCLEROSIS-EXT
8360,"SYSTEMIC INFLAMMATORY RESPONSE SYNDROME, UNSPECIFIED"
8361,Glycosuria
8362,SOLITARY BONE CYST
8363,"Insect bite (nonvenomous) of other part of head, init encntr"
8364,"Toxic effect of contact w oth venomous animals, acc, init"
8365,Coronary artery dissection
8366,ULCER OF ESOPHAGUS W/O BLEEDING
8367,"Painful micturition, unspecified"
8368,Other specified disorders of binocular movement
8369,"Adverse effect of local anesthetics, initial encounter"
8370,"Displaced segmental fracture of shaft of left tibia, init"
8371,"Fracture of lateral orbital wall, left side, init"
8372,Evans syndrome
8373,"Ocular hypertension, right eye"
8374,TB PERIPH LYMPH-UNSPEC
8375,Pain in unspecified hand
8376,CONTUSION TRUNK NOS
8377,HEPATITIS B W/OUT HEP DELTA
8378,ATHEROSCLEROSIS EXT W/GANGRENE
8379,Dry eye syndrome of bilateral lacrimal glands
8380,"Other acute osteomyelitis, right shoulder"
8381,"Benign neoplasm of pharynx, unspecified"
8382,CHRONIC LIVER DIS NOS
8383,REFLEX SYMP DYSTROPHY UNSPEC
8384,AC STOMACH ULCER W HEM
8385,"Inj muscle, fascia and tendon of lower back, init encntr"
8386,METHICILLIN SUSCEPTIBLE PNEUMONIA DUE TO STAPHYLOCOCCUS AUREUS
8387,"Major depressive disorder, recurrent, mild"
8388,"Pressure ulcer of right buttock, unstageable"
8389,"Arthritis due to other bacteria, right ankle and foot"
8390,T7-T12 FX-CL/CRD INJ NOS
8391,CENTRAL SCOTOMA
8392,"Fx unsp phalanx of l idx fngr, subs for fx w routn heal"
8393,Other gastritis with bleeding
8394,Other specified inflammation of vagina and vulva
8395,CACHEXIA
8396,"Contusion of unsp finger without damage to nail, init encntr"
8397,"Unsp opn wnd abd wall, unsp q w/o penet perit cav, init"
8398,"Infection oth prt genitl trct in pregnancy, first trimester"
8399,Other disturbances of smell and taste
8400,FLAIL CHEST
8401,"Nondisp fx of second metatarsal bone, left foot, init"
8402,"Unsp fracture of unsp acetabulum, init for clos fx"
8403,"Unsp opn wnd abd wall, l upr q w/o penet perit cav, init"
8404,"Open bite of abd wall, left low q w/o penet perit cav, init"
8405,"Thromboembolism in pregnancy, third trimester"
8406,1ST DEG BURN NOSE
8407,Unspecified diastolic (congestive) heart failure
8408,"Stable burst fracture of third thoracic vertebra, init"
8409,Other methemoglobinemias
8410,"Subluxation of C1/C2 cervical vertebrae, initial encounter"
8411,Hypertension secondary to endocrine disorders
8412,Phantom limb syndrome with pain
8413,"Type 2 fracture of sacrum, init encntr for closed fracture"
8414,"Mild to moderate pre-eclampsia, complicating the puerperium"
8415,Pemphigus vulgaris
8416,Vascular dementia with behavioral disturbance
8417,NIDDM W/RENAL MANIF UNCONTROL
8418,"Toxic effect of herbicides and fungicides, accidental, init"
8419,"Traum hemor right cerebrum w LOC of 30 minutes or less, init"
8420,Chronic tonsillitis
8421,"Hemiplegia, unspecified affecting unspecified side"
8422,"Chronic kidney disease, stage 5"
8423,Other lichen planus
8424,"Fracture of unsp metatarsal bone(s), right foot, init"
8425,"BLADDER RUPT, NONTRAUM"
8426,"Fracture oth prt scapula, left shoulder, init for opn fx"
8427,"Disease of gallbladder, unspecified"
8428,MYIASIS
8429,OTHER ENCEPHALOPATHY
8430,"Burn of first degree of left ankle, initial encounter"
8431,"Oth disp fx of base of 1st MC bone, r hand, init for opn fx"
8432,BURN NOS LIP
8433,"Infections of bladder in pregnancy, first trimester"
8434,"Pnctr w foreign body of l idx fngr w/o damage to nail, init"
8435,"Open bite of left breast, initial encounter"
8436,LEFT BB HEMIBLOCK
8437,Other benign mammary dysplasias of right breast
8438,"Oth fracture of right lesser toe(s), init for clos fx"
8439,"BIPOL AFF, MIX-PART REM"
8440,Nontraumatic subarachnoid hemorrhage from unsp intracran art
8441,"Unsp fx lower end of left femur, init for opn fx type I/2"
8442,"Sedative, hypnotic, or anxiolytic use, unsp, uncomplicated"
8443,"Subluxation of MCP joint of right thumb, init"
8444,Abnormal results of thyroid function studies
8445,INJ ANTER TIBIAL ARTERY
8446,"Fracture of oth part of scapula, left shoulder, init"
8447,OTHER DISORDER-URINARY TRACT
8448,"Food in resp tract, part unsp causing asphyxiation, init"
8449,Cerebral infarction due to thrombosis of basilar artery
8450,EXTRADURAL HEM-COMA NOS
8451,"Unsp injury at C1 level of cervical spinal cord, init encntr"
8452,DRUG PARANOID STATE
8453,"Mech compl of internal fixation device of left femur, init"
8454,Other specified bacterial diseases
8455,Unsp nephritic syndrome with unspecified morphologic changes
8456,Cerebral infarction due to embolism of left carotid artery
8457,"Chronic periodontitis, localized, severe"
8458,HERPETIC ENCEPHALITIS
8459,Chronic motor or vocal tic disorder
8460,"Cocaine use, unspecified, uncomplicated"
8461,BURN NOS FOOT
8462,"Posterior dislocation of right sternoclavicular joint, init"
8463,Malingerer [conscious simulation]
8464,"Other streptococcal arthritis, left hand"
8465,CL SKUL FX NEC-DEEP COMA
8466,"Oth soft tissue disorders related to use/pressure, left hand"
8467,CYSTIC FIBROSIS WITH PULMONARY MANIFESTATIONS
8468,Other abnormal involuntary movements
8469,CL SKULL VLT FX-MOD COMA
8470,"Dermatophytosis, unspecified"
8471,MEDIAN NERVE LESION NEC
8472,"Effusion, right shoulder"
8473,"Lac w/o fb of abd wall, left low q w/o penet perit cav, subs"
8474,1ST DEG BURN CHEST WALL
8475,Celiac disease
8476,Drug induced constipation
8477,"Cataract (lens) fragmt in eye fol cataract surgery, r eye"
8478,"Stiffness of left knee, not elsewhere classified"
8479,Childhood onset fluency disorder
8480,"Unsp fracture of base of skull, init for clos fx"
8481,Occupational exposure to toxic agents in other industries
8482,Infective myocarditis
8483,ABN FINDINGS-SALIVA
8484,JOINT EFFUSION-SHLDER
8485,Postproc hemor of an endo sys org fol an endo sys procedure
8486,"Other infective otitis externa, left ear"
8487,"Paresis of accommodation, left eye"
8488,"Minor contusion of right kidney, initial encounter"
8489,DERANGEMENT MENISCUS NEC
8490,OTHER VOICE AND RESONANCE DISORDERS
8491,"Dislocation of left scapula, initial encounter"
8492,ABDOMINAL TENDERNESS LLQ
8493,"Hemarthrosis, right ankle"
8494,ROTATOR CUFF RUPTURE
8495,Generalized pustular psoriasis
8496,MALIG NEO BLADDER NEC
8497,GOUTY TOPHI SITE NEC
8498,"Disp fx of head of left radius, init for opn fx type I/2"
8499,"Adverse effect of local antifung/infect/inflamm drugs, init"
8500,"Displ transverse fx shaft of l tibia, 7thC"
8501,RECTAL & ANAL STENOSIS
8502,OPEN WOUND FOOT W TENDON
8503,"Mech compl of internal fixation device of oth bones, init"
8504,"Lac w/o fb of abd wall, unsp q w penet perit cav, init"
8505,RETAINED CHOLELITHIASIS FOLLOWING CHOLECYSTECTOMY
8506,"Lesion of sciatic nerve, left lower limb"
8507,"MIGRAINE, UNSPECIFIED, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
8508,"Oth postproc complications and disorders of resp sys, NEC"
8509,"Other complications of anesthesia, initial encounter"
8510,"Recurrent dislocation, left elbow"
8511,BENIGN NEOPLASM HEART
8512,Hypertrophic scar
8513,CEREBRAL EMBOLISM W/INFARCT
8514,"Toxic effect of formaldehyde, accidental, init"
8515,"Spontaneous rupture of extensor tendons, right hand"
8516,Pilonidal sinus without abscess
8517,"Displ transverse fx shaft of r tibia, 7thB"
8518,Cat-scratch disease
8519,"Unspecified open wound, right ankle, initial encounter"
8520,"Laceration with foreign body of right forearm, init encntr"
8521,PERIPH VASCULAR DIS NEC
8522,Other acariasis
8523,"Laceration without foreign body, right hip, init encntr"
8524,"CHRON OBSTRUCTIVE ASTHMA, UNSPECIFIED"
8525,FX UP RADIUS W ULNA-OPEN
8526,"ACUTE GINGIVITIS, PLAQUE INDUCED "
8527,ISOLATED PHOBIAS NEC
8528,MECHANICAL LOOSENING OF PROSTHETIC JOINT
8529,"Superficial foreign body of left forearm, initial encounter"
8530,"Poisn by keratolyt/keratplst/hair trmt drug, self-harm, init"
8531,"Trigger finger, left middle finger"
8532,SPINAL STENOSIS-THORACIC
8533,"Pathological fracture, left radius, init encntr for fracture"
8534,"Laceration with foreign body of right wrist, init encntr"
8535,"Hemarthrosis, right shoulder"
8536,"Other scleritis, bilateral"
8537,FLU W MANIFESTATION NEC
8538,Cellulitis of unspecified part of limb
8539,"Pre-existing type 1 diabetes, in pregnancy, second trimester"
8540,"Alopecia areata, unspecified"
8541,"Unsp open wound of unspecified part of neck, init encntr"
8542,"Pathological fracture, right radius, init for fx"
8543,"Sicca syndrome, unspecified"
8544,"Moderate laceration of left kidney, initial encounter"
8545,"Unspecified dislocation of left index finger, init encntr"
8546,"Unsp physeal fracture of lower end of ulna, right arm, init"
8547,"Unsp physeal fracture of lower end of left tibia, init"
8548,Elastosis perforans serpiginosa
8549,2ND DEG BURN KNEE
8550,"Athscl native arteries of extrm w gangrene, oth extremity"
8551,"Insect bite (nonvenomous) of left hand, initial encounter"
8552,"Disp fx of cuboid bone of left foot, init for opn fx"
8553,"Alcohol use, unspecified with intoxication delirium"
8554,"Anterior dislocation of left radial head, initial encounter"
8555,Fat necrosis of breast
8556,POLYARTHRITIS NOS-L/LEG
8557,"Superficial foreign body, left great toe, initial encounter"
8558,"Partial placenta previa with hemorrhage, second trimester"
8559,"Blister (nonthermal) of lower back and pelvis, init encntr"
8560,"Puncture wound without foreign body, right foot, subs encntr"
8561,"Pulsatile tinnitus, right ear"
8562,"Pressure ulcer of right ankle, unspecified stage"
8563,Type 2 diabetes mellitus with diabetic nephropathy
8564,CANDIDAL ESOPHAGITIS
8565,BONE DISORDER-ANTEPARTUM
8566,MALIG NEOPL STOMACH NOS
8567,"Open bite of other specified part of neck, initial encounter"
8568,"Corneal disorder due to contact lens, bilateral"
8569,CL SKL VLT FX W CEREBR LAC/CONTUS
8570,GRAM-NEG SEPTICEMIA NOS
8571,"Nondisp fx of triquetrum bone, left wrist, init for clos fx"
8572,"Toxic effect of unsp substance, intentional self-harm, init"
8573,"Suprvsn of preg w insufficient antenat care, second tri"
8574,"Unspecified open wound, left knee, initial encounter"
8575,"Traumatic anuria, initial encounter"
8576,FACTITIOUS ILL NEC/NOS
8577,JOINT EFFUSION-UNSPEC
8578,"Dislocation of r acromioclav jt, 100%-200% displacmnt, init"
8579,"Laceration without foreign body of left forearm, subs encntr"
8580,PNEUMOCOCCAL PNEUMONIA
8581,"Unsp open wound of r little finger w damage to nail, init"
8582,BLISTER FOOT & TOE-INFEC
8583,"Spermatocele of epididymis, unspecified"
8584,"Stress fracture, hip, unspecified, init encntr for fracture"
8585,Other female genital tract fistulae
8586,"Scotoma involving central area, right eye"
8587,HEPATOMEGALY
8588,"Toxic effect of pesticides, accidental (unintentional), init"
8589,AC CEREBROVASC INSUF NOS
8590,"Infect of prt urinary tract in pregnancy, first trimester"
8591,INJ OPTIC NERV/PATH NOS
8592,Bladder-neck obstruction
8593,Other acute myocarditis
8594,Other specified mononeuropathies
8595,"Toxic effect of ingested mushrooms, accidental, init"
8596,"Unsp fx shaft of left tibia, init for opn fx type 3A/B/C"
8597,"Oth extrartic fx lower end r rad, init for opn fx type I/2"
8598,Sleep related leg cramps
8599,DIAPHRAGM INJURY-CLOSED
8600,"Calcaneal spur, left foot"
8601,"Adult physical abuse, confirmed, initial encounter"
8602,PATHOLOGIC FX UNSPECIFIED SITE
8603,Sunburn of second degree
8604,Omphalitis not of newborn
8605,"Other anterior dislocation of left hip, initial encounter"
8606,ALCOHOL LIVER DAMAGE NOS
8607,"Other specified rheumatoid arthritis, multiple sites"
8608,Genitl trct and pelvic infct fol complete or unsp spon abort
8609,"Crushing injury of left ankle, initial encounter"
8610,OPEN WOUND CHEST-COMPL
8611,UNDIF SOMATOFORM DISORDER
8612,"Acute lymphoblastic leukemia, in relapse"
8613,Hemangioma of other sites
8614,Squamous cell carcinoma of skin of other parts of face
8615,Other specified superficial mycoses
8616,"Mast cell activation, unspecified"
8617,"Nondisp fx of lateral condyle of right femur, init"
8618,"Other infective (teno)synovitis, right hand"
8619,"Acute embolism and thombos unsp deep veins of low extrm, bi"
8620,"Burn second degree of head, face, and neck, unsp site, init"
8621,MULTIPLE FX HAND-CLOSED
8622,"Other myositis, right lower leg"
8623,OPEN-ANGLE GLAUCOMA NOS
8624,Enterobiasis
8625,"Other specified injury of thoracic aorta, initial encounter"
8626,"Unspecified hearing loss, right ear"
8627,"Poisoning by oth laxatives, accidental (unintentional), init"
8628,IRRITABILITY
8629,"Other sprain of right index finger, initial encounter"
8630,"Disp fx of cuboid bone of right foot, init for clos fx"
8631,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
8632,"Displaced pilon fx right tibia, init for opn fx type I/2"
8633,Kidney transplant rejection
8634,Mammographic calcifcn found on diagnostic imaging of breast
8635,Allergic rhinitis due to pollen
8636,Varicose veins of r low extrem w ulcer oth part of lower leg
8637,"Unspecified open wound, left thigh, initial encounter"
8638,Complete uterovaginal prolapse
8639,Generalized (acute) peritonitis
8640,"Laceration w/o foreign body of right upper arm, subs encntr"
8641,"Adverse effect of butyrophen/thiothixen neuroleptics, init"
8642,SPON ABOR W PELV INF-INC
8643,"Malignant neoplasm of head, face and neck"
8644,"Hemarthrosis, left elbow"
8645,"Ocular lac w/o prolaps/loss of intraoc tissue, r eye, init"
8646,"Disp fx of body of right talus, init for opn fx"
8647,"Deep phlebothrombosis in pregnancy, second trimester"
8648,"Lac w/o fb of r bk wl of thorax w/o penet thor cavity, init"
8649,OPN WOUND OF EYEBALL NOS
8650,"Alcohol use complicating pregnancy, second trimester"
8651,HEAT EDEMA
8652,STOMACH FUNCTION DIS NOS
8653,Keratoconjunctivitis due to adenovirus
8654,"Laceration with foreign body, left knee, initial encounter"
8655,Type 1 diabetes w diabetic peripheral angiopath w/o gangrene
8656,"Oth inflammatory and immune myopathies, NEC"
8657,"Open bite of left buttock, initial encounter"
8658,BANDEMIA
8659,"Toxic effect of unsp noxious sub eaten as food, acc, init"
8660,Other rheumatic mitral valve diseases
8661,Dementia with Lewy bodies
8662,PSYCHOGENIC PAIN NEC
8663,"Oclr lac/rupt w prolaps/loss of intraoc tissue, l eye, init"
8664,"Unsp physeal fracture of lower end of radius, left arm, init"
8665,"Sprain of interphalangeal joint of left little finger, init"
8666,"Instability of internal right knee prosthesis, init encntr"
8667,"Nondisp fx of base of neck of right femur, init for clos fx"
8668,Strange and inexplicable behavior
8669,Retained cholelithiasis following cholecystectomy
8670,HAIRY-CELL LEUKEM UNSPEC
8671,Presence of cardiac pacemaker
8672,"BRONCHOPNEUMONIA,ORGANISM UNSPECIFIED"
8673,"Other injury of liver, initial encounter"
8674,"Transient visual loss, unspecified eye"
8675,"Oth injury of femoral artery, right leg, init encntr"
8676,"Osteonecrosis, unspecified"
8677,THYROTOX NOS W CRISIS
8678,"Dislocation of MTP joint of left lesser toe(s), init"
8679,"Infect/inflm reaction due to int fix of left tibia, init"
8680,Essential tremor
8681,"Nondisp fx of first metatarsal bone, left foot, init"
8682,Other specified puerperal infections
8683,Other specified acquired deformities of right upper arm
8684,"Recurrent dislocation, left knee"
8685,"Type 2 diab with mild nonp rtnop with macular edema, unsp"
8686,INFLAMM POLYARTHROP NOS
8687,Infective dermatitis
8688,"Disp fx of first metatarsal bone, r foot, init for opn fx"
8689,REFERRAL-NO EXAM/TREAT
8690,Glomerular disease in systemic lupus erythematosus
8691,SUPERFICIAL INJ HAND NEC
8692,"Displaced segmental fracture of shaft of right fibula, init"
8693,"Open bite, right ankle, initial encounter"
8694,Allergic contact dermatitis due to other chemical products
8695,"Nondisplaced dome fracture of right talus, init for clos fx"
8696,"Infect/inflm reaction due to cardiac valve prosthesis, init"
8697,Other male erectile dysfunction
8698,"Encounter for administrative examinations, unspecified"
8699,Hypotension due to drugs
8700,"Laceration w/o fb of left cheek and TMJ area, sequela"
8701,"Other cervical disc disorders, cervicothoracic region"
8702,"Superficial (capsular) laceration of spleen, init encntr"
8703,Paralytic gait
8704,ANEURYSM OF NECK
8705,LATE EFFECT ARM FX
8706,Oth stimulant depend w stim-induce psych disorder w hallucin
8707,"Foreign body in conjunctival sac, left eye, init encntr"
8708,Persons encountering health services in oth circumstances
8709,"Unsp intracranial injury w LOC of 6 hours to 24 hours, init"
8710,"Systemic lupus erythematosus, organ or system involv unsp"
8711,HERPANGINA
8712,MENTAL DIS-DELIV W P/P
8713,CONTUSION AXILLARY REG
8714,"Iliotibial band syndrome, right leg"
8715,1ST DEG BURN BACK
8716,VITREOUS DISORDERS NEC
8717,"Unsp injury at C7 level of cervical spinal cord, init encntr"
8718,INJURY PALMAR ARTERY
8719,"Abrasion, right lesser toe(s), initial encounter"
8720,"Nondisplaced oblique fracture of shaft of right fibula, init"
8721,"Poisoning by salicylates, accidental (unintentional), init"
8722,"Unspecified dislocation of left wrist and hand, init encntr"
8723,"Laceration w fb of l little finger w/o damage to nail, init"
8724,TOXIC EFF ETHYL ALCOHOL
8725,"Whooping cough, unspecified species without pneumonia"
8726,"Abrasion of right front wall of thorax, initial encounter"
8727,"Burkitt lymphoma, extranodal and solid organ sites"
8728,"Oth fracture of upper end of left radius, init for clos fx"
8729,PROTEINURIA
8730,"Otorrhea, left ear"
8731,PRECIPITATE LABOR-DELIV
8732,Other urethral stricture
8733,LUNG LACERATION-OPEN
8734,"Puncture wound without foreign body of lip, init encntr"
8735,CLUBBING OF FINGERS
8736,UNCERT BEHAVIOR NEO NEC
8737,"Lacerat flxr musc/fasc/tend r lit fngr at wrs/hnd lv, init"
8738,DISL METACARPOPHALAN-OPN
8739,"Labyrinthitis, left ear"
8740,Gonococcal arthritis
8741,"Gonococcal cystitis and urethritis, unspecified"
8742,"Displaced intertrochanteric fracture of unsp femur, init"
8743,"Nondisplaced unsp fracture of left lesser toe(s), init"
8744,Varicose veins of bi low extrem w oth complications
8745,"Displaced bicondylar fx left tibia, init for opn fx type I/2"
8746,"Proteinuria, unspecified"
8747,INJ COMMON FEMORAL ARTER
8748,Nonpurulent mastitis associated with the puerperium
8749,"Displ oblique fx shaft of humerus, left arm, init for opn fx"
8750,"Pressure ulcer of left buttock, stage 2"
8751,OTH SPEC PARALYTIC SYNDROME
8752,MALIGNANT NEO COLON NOS
8753,ESOPHAGEAL DISORDER NOS
8754,"Embolism due to vascular prosth dev/grft, initial encounter"
8755,"Disp fx of proximal phalanx of left thumb, init for opn fx"
8756,JOINT DIS NOS-L/LEG
8757,"Disp fx of lower epiphysis (separation) of right femur, init"
8758,"Superficial foreign body of abdominal wall, init encntr"
8759,"Open bite of r bk wl of thorax w/o penet thor cavity, init"
8760,ADULT EMOTIONAL/PSYCHOLOGICAL ABUSE
8761,DIS TYMPANIC MEMB NOS
8762,BURN NOS FINGER
8763,EARLY COMPLIC TRAUMA NEC
8764,"Unsp superficial injury of unsp part of head, subs encntr"
8765,"Acute lymphadenitis, unspecified"
8766,"Unilateral primary osteoarthritis, left hip"
8767,ACUTE ON CHRONIC SYSTOLIC HEART FAILURE
8768,ANESTH COMPL-POSTPARTUM
8769,DEVELOPMENT DELAY NOS
8770,"Trigger finger, right index finger"
8771,Drug-induced adrenocortical insufficiency
8772,"Burn of first degree of left foot, initial encounter"
8773,"Burn of second degree of left toe(s) (nail), init encntr"
8774,POIS-ANTI-INFECT NEC/NOS
8775,"Burn of second degree of left wrist, initial encounter"
8776,VIRAL ENCEPHALITIS NEC
8777,Vulvar cyst
8778,LUNG INJURY NOS-OPEN
8779,"Unsp injury of heart, unsp w or w/o hemopericardium, init"
8780,"Nondisp comminuted fx shaft of humerus, right arm, init"
8781,Dysphasia
8782,DUE TO INDWELLING URINARY CATHETER
8783,"Unsp fracture of left femur, init for opn fx type I/2"
8784,BILIARY CIRRHOSIS
8785,Hesitancy of micturition
8786,CL SKUL/OTH FX-DEEP COMA
8787,Other Alzheimer's disease
8788,"Anterior scleritis, right eye"
8789,Other lymphoid leukemia not having achieved remission
8790,Rheumatic tricuspid insufficiency
8791,"Radiculopathy, sacral and sacrococcygeal region"
8792,"Toxic effect of organic solvents, self-harm, init"
8793,HYPOPYON
8794,"Lacerat unsp musc/fasc/tend at wrs/hnd lv, left hand, init"
8795,"Unspecified injury of ear, initial encounter"
8796,"Oth fx upper end of right ulna, init for opn fx type I/2"
8797,"Displaced dome fracture of right talus, init for clos fx"
8798,"Laceration w/o fb of r rng fngr w damage to nail, init"
8799,FRACTURE PATELLA-OPEN
8800,"Retrobulbar neuritis, left eye"
8801,Herpesviral infection of other urogenital tract
8802,"Open bite, left knee, initial encounter"
8803,"Nondisp fx of anterior process of right calcaneus, init"
8804,Contact with and (suspected) exposure to lead
8805,ARTHROPATHY NOS-MULT
8806,"Intervertebral disc disorders w myelopathy, thoracic region"
8807,"Nondisp comminuted fracture of shaft of right tibia, init"
8808,Ankylosing spondylitis of cervical region
8809,FAMIL PERIODIC PARALYSIS
8810,"Other superficial bite of left upper arm, initial encounter"
8811,"Recurrent dislocation, right knee"
8812,"Ophthalmoplegic migraine, intractable"
8813,CHRONIC MOTOR TIC DIS
8814,NONCOMPLIANCE MEDICAL TX
8815,Postprocedural heart failure following cardiac surgery
8816,"Burn of first degree of left knee, initial encounter"
8817,"Contus/lac/hem crblm w LOC of 1-5 hrs 59 min, init"
8818,"VOICE AND RESONANCE DISORDER, UNSPECIFIED"
8819,ECZEM DERMATITIS EYELID
8820,"Disp fx of neck of fourth metacarpal bone, right hand, init"
8821,"Unsp injury of superfic vn at shldr/up arm, left arm, init"
8822,VOMIT OF PG NOS-ANTEPART
8823,Hematoma of obstetric wound
8824,Postgastric surgery syndromes
8825,EPIDEMIC VOMITING SYND
8826,"Paraplegia, unspecified"
8827,"Pnctr w/o foreign body of right cheek and TMJ area, init"
8828,"Corrosion of first degree of left forearm, initial encounter"
8829,"Infection of amputation stump, left upper extremity"
8830,MALIGN NEOPL VULVA NOS
8831,Non-pressure chronic ulcer of back with unspecified severity
